title,company,location,skills
Social Media Assistant,Punjab Skill Development Mission,Ludhiana,"Typing, Punjabi, PowerPoint, Hardware Support, MS Office, SQL, English, Customer Support"
Helpdesk Executive,PSEB,Pathankot,"Tally, Hindi, English, PowerPoint, Punjabi, Data Entry, Teamwork, Field Work"
Office Assistant,Punjab Digital Office,Patiala,"MS Office, Teamwork, Networking, Excel, PowerPoint, Tally"
MIS Executive,Punjab Rural Development Dept,Pathankot,"Excel, Teamwork, Networking, Hindi, Hardware Support"
Office Assistant,Govt of Punjab - Health Dept,Pathankot,"English, Field Work, Documentation, Punjabi, SQL"
IT Support Technician,Punjab Rural Development Dept,Patiala,"Tally, Data Entry, MS Office, Documentation, Networking, Excel, Teamwork, SQL"
Career Counsellor,PSEB,Patiala,"Customer Support, MS Office, Field Work, Communication, Hindi"
Office Assistant,Punjab Digital Office,Gurdaspur,"Customer Support, Data Entry, Networking, Excel"
District Coordinator,PGRKAM Partner Employer,Patiala,"Communication, English, Documentation, Data Entry, Hindi"
Admin Assistant,Govt of Punjab - Revenue Dept,Firozpur,"MS Office, Customer Support, Hardware Support, Typing, Punjabi, Hindi"
Customer Support Executive,PSEB,Firozpur,"Hindi, Punjabi, English, Data Entry, Field Work, Teamwork, Customer Support"
Field Coordinator,PGRKAM Partner Employer,Bathinda,"Communication, Tally, Hardware Support, Field Work, Networking"
Data Entry Operator,PSEB,Bathinda,"English, Data Entry, Field Work, Teamwork, Communication, SQL"
Customer Support Executive,PGRKAM Partner Employer,Hoshiarpur,"SQL, Field Work, PowerPoint, English, Data Entry, Networking"
Data Entry Operator,Govt of Punjab - Health Dept,Jalandhar,"Documentation, Networking, Customer Support, English, PowerPoint"
Career Counsellor,Punjab Rural Development Dept,Ludhiana,"Punjabi, Field Work, Typing, Hardware Support, Teamwork, MS Office, Customer Support, Hindi"
District Coordinator,Punjab Rural Development Dept,Hoshiarpur,"PowerPoint, Typing, Hindi, Teamwork, Field Work, Data Entry, Networking"
Career Counsellor,Govt of Punjab - Revenue Dept,Jalandhar,"Hardware Support, SQL, Teamwork, PowerPoint"
Computer Operator,Govt of Punjab - Revenue Dept,Jalandhar,"MS Office, Communication, Teamwork, Hardware Support"
MIS Executive,Punjab Skill Development Mission,Firozpur,"Hindi, Field Work, Documentation, PowerPoint, Customer Support"
IT Support Technician,Punjab Skill Development Mission,Pathankot,"Punjabi, Tally, Communication, Documentation, English, Teamwork, Customer Support"
Lab Technician,Punjab Digital Office,Ludhiana,"English, Punjabi, Field Work, Communication, Networking, PowerPoint, Teamwork"
Customer Support Executive,PGRKAM Partner Employer,Patiala,"Data Entry, MS Office, Punjabi, Excel, English, Typing, Hindi"
Customer Support Executive,Punjab Rural Development Dept,Firozpur,"Data Entry, Tally, Excel, Networking, Hindi, Field Work, Communication, MS Office"
Lab Technician,PGRKAM Partner Employer,Bathinda,"PowerPoint, Punjabi, SQL, Networking"
Career Counsellor,Govt of Punjab - Revenue Dept,Gurdaspur,"PowerPoint, Teamwork, SQL, MS Office, English"
Field Coordinator,Govt of Punjab - Health Dept,Jalandhar,"Networking, Communication, English, MS Office, Excel, Hindi, Teamwork"
Computer Operator,PSEB,Patiala,"Hardware Support, English, Customer Support, PowerPoint, Hindi, Tally, Documentation, MS Office"
Customer Support Executive,Punjab Digital Office,Amritsar,"Hindi, Customer Support, Teamwork, SQL, Hardware Support, PowerPoint, Excel, Documentation"
Apprentice - IT Support,PGRKAM Partner Employer,Patiala,"Hindi, Hardware Support, Networking, Teamwork, Data Entry, Field Work, SQL"
IT Support Technician,Punjab Skill Development Mission,Mohali,"SQL, Excel, Field Work, Hindi, Communication, Data Entry, PowerPoint"
Office Assistant,PSEB,Pathankot,"Tally, PowerPoint, SQL, Excel, English, Hindi"
Helpdesk Executive,Govt of Punjab - Revenue Dept,Gurdaspur,"MS Office, Punjabi, Field Work, Teamwork, Communication"
Hardware Technician,Govt of Punjab - Health Dept,Hoshiarpur,"SQL, Data Entry, Hardware Support, MS Office, Communication, Typing"
IT Support Technician,Govt of Punjab - Revenue Dept,Jalandhar,"MS Office, Documentation, Hindi, Teamwork, English, Customer Support, Tally, Networking"
Customer Support Executive,Govt of Punjab - Revenue Dept,Gurdaspur,"MS Office, Typing, PowerPoint, Networking, Documentation"
Career Counsellor,Punjab Skill Development Mission,Hoshiarpur,"Hindi, Data Entry, SQL, Field Work, PowerPoint"
Field Coordinator,PSEB,Ludhiana,"English, SQL, Tally, Teamwork, Hardware Support, Hindi, Data Entry"
Office Assistant,Punjab Rural Development Dept,Amritsar,"PowerPoint, Teamwork, Hardware Support, Tally"
IT Support Technician,Govt of Punjab - Revenue Dept,Pathankot,"PowerPoint, Data Entry, Hindi, Excel, SQL, Punjabi"
Computer Operator,PSEB,Firozpur,"Tally, MS Office, Communication, Typing"
District Coordinator,PSEB,Firozpur,"Communication, SQL, Typing, Data Entry, Documentation, Networking, Excel"
Office Assistant,PSEB,Ludhiana,"Hindi, MS Office, Hardware Support, PowerPoint, Documentation, English"
Computer Operator,Govt of Punjab - Revenue Dept,Amritsar,"Communication, Typing, Tally, Hindi, MS Office, Documentation"
IT Support Technician,Punjab Digital Office,Jalandhar,"PowerPoint, Documentation, Hardware Support, Data Entry, Teamwork, Networking, Tally, Communication"
Helpdesk Executive,Govt of Punjab - Revenue Dept,Firozpur,"Hindi, Hardware Support, Teamwork, MS Office, English, Data Entry, Excel, Punjabi"
Lab Technician,PGRKAM Partner Employer,Mohali,"Field Work, Punjabi, English, Hindi"
Computer Operator,PGRKAM Partner Employer,Bathinda,"English, SQL, MS Office, Tally, Hardware Support, Networking, Field Work, Customer Support"
Social Media Assistant,Punjab Digital Office,Bathinda,"MS Office, Networking, Customer Support, English, SQL, Hindi"
Hardware Technician,PSEB,Ludhiana,"Networking, Hindi, SQL, Tally"
Apprentice - IT Support,PSEB,Mohali,"Documentation, Customer Support, PowerPoint, Networking, Punjabi, MS Office"
Social Media Assistant,Govt of Punjab - Health Dept,Hoshiarpur,"Excel, Field Work, Networking, Hindi, Punjabi, Teamwork"
Customer Support Executive,Punjab Digital Office,Mohali,"PowerPoint, Data Entry, Customer Support, Documentation"
IT Support Technician,PSEB,Patiala,"Communication, PowerPoint, Networking, Documentation, SQL"
Career Counsellor,PSEB,Amritsar,"Networking, Tally, Hardware Support, SQL, Data Entry, Hindi, Communication, PowerPoint"
MIS Executive,Govt of Punjab - Health Dept,Patiala,"Tally, Typing, Documentation, SQL"
Computer Operator,PGRKAM Partner Employer,Gurdaspur,"English, Hindi, Excel, Customer Support"
IT Support Technician,Punjab Rural Development Dept,Amritsar,"Punjabi, MS Office, Customer Support, Data Entry, Teamwork, English"
Customer Support Executive,Punjab Skill Development Mission,Mohali,"SQL, MS Office, Networking, Customer Support"
IT Support Technician,Punjab Rural Development Dept,Ludhiana,"MS Office, Customer Support, Field Work, Networking, Teamwork"
Field Coordinator,Punjab Digital Office,Bathinda,"Hindi, Teamwork, Documentation, Tally, Hardware Support, MS Office, Field Work, English"
Hardware Technician,Punjab Skill Development Mission,Pathankot,"Networking, SQL, Data Entry, MS Office"
Data Entry Operator,Punjab Digital Office,Patiala,"English, Documentation, Excel, Data Entry, Tally, Teamwork"
Apprentice - IT Support,Punjab Rural Development Dept,Bathinda,"Networking, Data Entry, Hardware Support, Tally"
District Coordinator,Punjab Digital Office,Jalandhar,"Punjabi, Customer Support, Networking, Communication, Typing, Teamwork, SQL, MS Office"
Customer Support Executive,PGRKAM Partner Employer,Patiala,"Punjabi, Data Entry, PowerPoint, Customer Support, Communication, Teamwork"
IT Support Technician,PSEB,Firozpur,"Documentation, English, Field Work, Networking, Hardware Support"
Hardware Technician,Punjab Skill Development Mission,Mohali,"Teamwork, Excel, English, PowerPoint, Customer Support, MS Office, Punjabi, Field Work"
Customer Support Executive,Punjab Skill Development Mission,Jalandhar,"PowerPoint, SQL, Communication, Teamwork, Networking, Excel"
Hardware Technician,Punjab Digital Office,Amritsar,"Hindi, English, PowerPoint, Typing, SQL, Punjabi"
Computer Operator,Punjab Rural Development Dept,Mohali,"Teamwork, Typing, Networking, English, SQL, Customer Support, MS Office"
Career Counsellor,Govt of Punjab - Health Dept,Mohali,"English, Field Work, Data Entry, Excel"
Field Coordinator,PGRKAM Partner Employer,Firozpur,"Data Entry, Hardware Support, Excel, Networking, Field Work"
IT Support Technician,PSEB,Ludhiana,"Punjabi, PowerPoint, SQL, Data Entry, MS Office"
Field Coordinator,Punjab Rural Development Dept,Jalandhar,"Hindi, Excel, Documentation, Customer Support, Typing, Teamwork, Communication, SQL"
Lab Technician,PSEB,Hoshiarpur,"Tally, PowerPoint, Networking, Communication, Typing, MS Office"
Field Coordinator,Punjab Skill Development Mission,Mohali,"Typing, Data Entry, Hindi, MS Office, Punjabi, English, Networking, PowerPoint"
Data Entry Operator,PSEB,Amritsar,"Documentation, Field Work, PowerPoint, Tally, Excel, Communication, Hardware Support"
Customer Support Executive,PSEB,Pathankot,"Field Work, Typing, Tally, Data Entry, Excel, SQL, Networking"
Field Coordinator,Govt of Punjab - Revenue Dept,Ludhiana,"Field Work, PowerPoint, Hindi, Teamwork"
IT Support Technician,Govt of Punjab - Health Dept,Hoshiarpur,"Teamwork, MS Office, Field Work, English, Networking, PowerPoint"
Career Counsellor,Punjab Skill Development Mission,Firozpur,"Typing, PowerPoint, Data Entry, Punjabi, Teamwork, MS Office"
Data Entry Operator,Govt of Punjab - Revenue Dept,Patiala,"MS Office, Tally, Typing, Excel"
Hardware Technician,PGRKAM Partner Employer,Mohali,"Tally, Customer Support, Data Entry, Documentation, Hindi, Typing"
MIS Executive,PSEB,Patiala,"Typing, Communication, Customer Support, Hindi, Punjabi, SQL, MS Office, Documentation"
District Coordinator,PSEB,Jalandhar,"Typing, Networking, Teamwork, Documentation, Communication"
Lab Technician,Punjab Rural Development Dept,Ludhiana,"Data Entry, Field Work, SQL, PowerPoint, Communication"
Apprentice - IT Support,Punjab Rural Development Dept,Gurdaspur,"Hindi, Documentation, Customer Support, Networking, Field Work, Excel, Teamwork"
Lab Technician,Punjab Digital Office,Ludhiana,"Hardware Support, Documentation, Hindi, Networking"
Apprentice - IT Support,Punjab Digital Office,Firozpur,"Field Work, Customer Support, Hardware Support, Teamwork, Documentation, Tally"
Admin Assistant,Punjab Rural Development Dept,Mohali,"Data Entry, Communication, Hindi, Tally, Teamwork, Excel"
Career Counsellor,Govt of Punjab - Health Dept,Firozpur,"Punjabi, Communication, SQL, English, PowerPoint, Documentation"
Hardware Technician,Govt of Punjab - Revenue Dept,Ludhiana,"Communication, MS Office, Tally, Typing, Field Work, PowerPoint, Punjabi"
District Coordinator,PSEB,Patiala,"Typing, Punjabi, Hardware Support, Customer Support, MS Office, Communication"
District Coordinator,Punjab Rural Development Dept,Ludhiana,"Teamwork, Customer Support, Field Work, Documentation, English"
Helpdesk Executive,Punjab Digital Office,Amritsar,"Networking, Excel, Documentation, PowerPoint, Hindi, Communication, Teamwork, Hardware Support"
MIS Executive,Govt of Punjab - Health Dept,Mohali,"Hardware Support, Hindi, PowerPoint, Documentation"
District Coordinator,Punjab Digital Office,Gurdaspur,"Networking, Tally, Field Work, SQL"
Admin Assistant,Govt of Punjab - Health Dept,Jalandhar,"Communication, SQL, Documentation, Excel, Typing, Field Work"
MIS Executive,PGRKAM Partner Employer,Ludhiana,"SQL, Hardware Support, English, Excel, Networking, Field Work, Data Entry, Punjabi"
Hardware Technician,Punjab Rural Development Dept,Ludhiana,"Hardware Support, Punjabi, Communication, Typing, Hindi, Tally, English, Field Work"
Helpdesk Executive,Govt of Punjab - Health Dept,Pathankot,"SQL, English, Data Entry, Documentation, Customer Support"
Career Counsellor,Govt of Punjab - Health Dept,Ludhiana,"Teamwork, Data Entry, Networking, Hardware Support, Field Work"
Field Coordinator,Punjab Skill Development Mission,Amritsar,"Hindi, PowerPoint, Data Entry, SQL, Customer Support, Field Work, Punjabi, MS Office"
Hardware Technician,Punjab Skill Development Mission,Jalandhar,"Punjabi, Hindi, MS Office, Hardware Support"
Hardware Technician,PGRKAM Partner Employer,Gurdaspur,"PowerPoint, Tally, Teamwork, Field Work, Excel, Punjabi, Documentation, SQL"
Hardware Technician,PGRKAM Partner Employer,Firozpur,"Networking, SQL, Hindi, Field Work, MS Office, PowerPoint, Punjabi"
Field Coordinator,Punjab Skill Development Mission,Firozpur,"Hindi, Teamwork, Hardware Support, Communication, Punjabi, Documentation, Networking"
Office Assistant,Govt of Punjab - Revenue Dept,Bathinda,"Customer Support, MS Office, Networking, Hardware Support, SQL, Teamwork, English, Documentation"
Career Counsellor,Govt of Punjab - Revenue Dept,Bathinda,"Networking, Teamwork, PowerPoint, Excel, Data Entry, Customer Support, Tally"
Computer Operator,Govt of Punjab - Revenue Dept,Firozpur,"English, Teamwork, Field Work, Networking, PowerPoint"
Social Media Assistant,Punjab Rural Development Dept,Pathankot,"Data Entry, English, MS Office, Documentation"
Apprentice - IT Support,Punjab Digital Office,Ludhiana,"SQL, Data Entry, MS Office, Customer Support, Communication, Hardware Support"
Computer Operator,Punjab Digital Office,Patiala,"Field Work, MS Office, English, Customer Support, Teamwork"
Computer Operator,PGRKAM Partner Employer,Bathinda,"Communication, MS Office, Teamwork, Documentation"
Social Media Assistant,Punjab Digital Office,Hoshiarpur,"Data Entry, Typing, SQL, Field Work, PowerPoint, Teamwork, MS Office"
IT Support Technician,Punjab Skill Development Mission,Ludhiana,"Customer Support, Punjabi, Tally, Networking, SQL, Hindi, Hardware Support"
District Coordinator,Govt of Punjab - Revenue Dept,Pathankot,"Documentation, Customer Support, Communication, Hardware Support, English, Field Work"
Computer Operator,Govt of Punjab - Health Dept,Hoshiarpur,"PowerPoint, SQL, Hindi, Documentation, Communication, Punjabi, MS Office, Networking"
Customer Support Executive,Punjab Skill Development Mission,Bathinda,"Documentation, Hindi, Excel, Hardware Support, Typing"
Apprentice - IT Support,Punjab Digital Office,Firozpur,"Field Work, English, Excel, Punjabi, Hardware Support, MS Office"
Field Coordinator,Punjab Rural Development Dept,Hoshiarpur,"Field Work, Customer Support, English, Excel"
Helpdesk Executive,Punjab Skill Development Mission,Pathankot,"Teamwork, Networking, SQL, Customer Support, PowerPoint, MS Office, Hindi"
MIS Executive,Punjab Skill Development Mission,Bathinda,"Customer Support, Excel, SQL, Punjabi, Data Entry, MS Office, Documentation"
Helpdesk Executive,Punjab Skill Development Mission,Jalandhar,"Networking, Hardware Support, Typing, MS Office"
Office Assistant,Punjab Skill Development Mission,Ludhiana,"Communication, SQL, Networking, MS Office"
Lab Technician,Punjab Digital Office,Gurdaspur,"Typing, MS Office, Teamwork, PowerPoint, Field Work, English, Excel, Punjabi"
District Coordinator,Punjab Skill Development Mission,Pathankot,"Communication, Field Work, SQL, English, PowerPoint"
Data Entry Operator,Govt of Punjab - Revenue Dept,Amritsar,"PowerPoint, Data Entry, Tally, Punjabi, Teamwork, Hardware Support, English"
Hardware Technician,Govt of Punjab - Revenue Dept,Jalandhar,"SQL, Hindi, Data Entry, MS Office, Networking, Documentation, Typing, Excel"
MIS Executive,Punjab Skill Development Mission,Mohali,"Typing, PowerPoint, MS Office, Tally, Customer Support, Punjabi, Field Work, English"
MIS Executive,Punjab Rural Development Dept,Amritsar,"MS Office, Data Entry, Typing, Documentation, Punjabi, PowerPoint, Hindi"
Lab Technician,Govt of Punjab - Revenue Dept,Bathinda,"Communication, SQL, Tally, Documentation, Excel, Data Entry, PowerPoint"
Computer Operator,Govt of Punjab - Revenue Dept,Ludhiana,"Networking, Hindi, Teamwork, Typing, English, Documentation, Field Work"
Social Media Assistant,Govt of Punjab - Health Dept,Bathinda,"Communication, English, Punjabi, MS Office, Data Entry, PowerPoint"
Data Entry Operator,Govt of Punjab - Revenue Dept,Bathinda,"Hardware Support, Excel, Punjabi, English, Typing"
Hardware Technician,PGRKAM Partner Employer,Pathankot,"Networking, Data Entry, Communication, Teamwork, Punjabi, Field Work, Customer Support, SQL"
Lab Technician,Govt of Punjab - Revenue Dept,Pathankot,"Teamwork, MS Office, Documentation, Communication, Data Entry, SQL, Hindi"
Field Coordinator,Punjab Digital Office,Hoshiarpur,"Hindi, Documentation, Teamwork, English, PowerPoint"
Apprentice - IT Support,Punjab Skill Development Mission,Mohali,"Teamwork, Networking, Excel, English, Hindi"
Admin Assistant,Punjab Rural Development Dept,Bathinda,"PowerPoint, Hardware Support, English, Communication, SQL, Documentation, Typing"
IT Support Technician,Punjab Skill Development Mission,Jalandhar,"English, Customer Support, MS Office, Excel, Hindi, SQL"
Computer Operator,Govt of Punjab - Health Dept,Gurdaspur,"Hardware Support, Punjabi, Data Entry, PowerPoint"
Apprentice - IT Support,PGRKAM Partner Employer,Gurdaspur,"Networking, PowerPoint, Typing, Teamwork, English, Documentation, Field Work"
Apprentice - IT Support,PGRKAM Partner Employer,Amritsar,"Typing, Hardware Support, Communication, PowerPoint"
Career Counsellor,Punjab Digital Office,Gurdaspur,"Hardware Support, Hindi, Documentation, SQL, Punjabi, Teamwork, Tally, Customer Support"
Admin Assistant,Govt of Punjab - Revenue Dept,Patiala,"Excel, Communication, Networking, PowerPoint, Customer Support, MS Office, Punjabi, Typing"
District Coordinator,PGRKAM Partner Employer,Gurdaspur,"Networking, Punjabi, SQL, Customer Support"
Customer Support Executive,PGRKAM Partner Employer,Firozpur,"Tally, Networking, Data Entry, MS Office, SQL, Punjabi, Hardware Support"
Data Entry Operator,Govt of Punjab - Revenue Dept,Firozpur,"Typing, Documentation, Communication, Customer Support"
Computer Operator,Punjab Digital Office,Mohali,"English, Hardware Support, Tally, Hindi, Excel"
Apprentice - IT Support,PGRKAM Partner Employer,Amritsar,"English, Hardware Support, Punjabi, SQL, Data Entry, Teamwork, Hindi, Typing"
Computer Operator,Punjab Rural Development Dept,Pathankot,"Typing, Punjabi, Documentation, MS Office"
Career Counsellor,Punjab Digital Office,Gurdaspur,"Field Work, Documentation, Teamwork, Typing, PowerPoint"
Office Assistant,Punjab Digital Office,Patiala,"Communication, Hardware Support, Hindi, Documentation, English, SQL, Excel"
Admin Assistant,PGRKAM Partner Employer,Pathankot,"Data Entry, MS Office, Punjabi, Hindi, Customer Support, Hardware Support, English"
IT Support Technician,Govt of Punjab - Revenue Dept,Mohali,"Excel, Field Work, PowerPoint, Hindi, Data Entry, Tally"
MIS Executive,PSEB,Bathinda,"Hardware Support, PowerPoint, Punjabi, MS Office, Networking"
Admin Assistant,Govt of Punjab - Health Dept,Firozpur,"Typing, MS Office, Teamwork, Tally, Documentation, Data Entry, PowerPoint, Hindi"
Career Counsellor,PSEB,Ludhiana,"Data Entry, Hindi, MS Office, Teamwork, Field Work"
Field Coordinator,Punjab Rural Development Dept,Bathinda,"Punjabi, Documentation, English, Field Work"
IT Support Technician,PGRKAM Partner Employer,Bathinda,"Hindi, Field Work, Customer Support, English"
Helpdesk Executive,Punjab Rural Development Dept,Mohali,"Typing, PowerPoint, Excel, MS Office, Tally, Customer Support, Punjabi, Hindi"
Customer Support Executive,Punjab Rural Development Dept,Mohali,"Field Work, Networking, Documentation, MS Office, Data Entry, Hardware Support, Typing, Customer Support"
IT Support Technician,Punjab Skill Development Mission,Hoshiarpur,"Hardware Support, PowerPoint, Hindi, English, Communication, Customer Support, Teamwork, Field Work"
IT Support Technician,Punjab Digital Office,Mohali,"Teamwork, Networking, English, Tally, Excel"
IT Support Technician,Punjab Skill Development Mission,Firozpur,"Networking, Hardware Support, Hindi, Documentation"
Field Coordinator,Govt of Punjab - Health Dept,Bathinda,"Documentation, Communication, Teamwork, SQL, Tally, English, Customer Support, Hardware Support"
Helpdesk Executive,PSEB,Mohali,"Field Work, Hindi, Networking, English, Documentation, PowerPoint, Typing, Hardware Support"
MIS Executive,Govt of Punjab - Health Dept,Patiala,"Communication, SQL, PowerPoint, Field Work, Typing, MS Office, Documentation"
Data Entry Operator,Punjab Rural Development Dept,Firozpur,"Tally, Typing, Excel, Teamwork, Documentation, English"
Social Media Assistant,Govt of Punjab - Health Dept,Patiala,"Hindi, Tally, Punjabi, Communication, PowerPoint, Field Work, Typing"
Office Assistant,Govt of Punjab - Revenue Dept,Firozpur,"Documentation, Typing, PowerPoint, Customer Support, English, Field Work, Hardware Support"
Customer Support Executive,PSEB,Ludhiana,"Teamwork, Typing, Hindi, Hardware Support, Networking, Data Entry, Documentation, Communication"
IT Support Technician,PSEB,Bathinda,"Punjabi, Typing, SQL, Teamwork, MS Office, Customer Support"
Career Counsellor,Punjab Skill Development Mission,Hoshiarpur,"English, Data Entry, Punjabi, MS Office"
Office Assistant,PGRKAM Partner Employer,Bathinda,"Excel, Hardware Support, Tally, English, Field Work"
District Coordinator,Govt of Punjab - Revenue Dept,Pathankot,"Hindi, Field Work, Teamwork, PowerPoint, Punjabi, Excel, MS Office, Tally"
Career Counsellor,Punjab Digital Office,Bathinda,"Networking, Typing, Communication, Field Work, Documentation"
Social Media Assistant,Govt of Punjab - Health Dept,Jalandhar,"Typing, SQL, Hindi, Data Entry, Teamwork, MS Office"
Career Counsellor,Govt of Punjab - Health Dept,Hoshiarpur,"PowerPoint, Documentation, Excel, Punjabi, Customer Support, SQL"
Helpdesk Executive,Govt of Punjab - Health Dept,Hoshiarpur,"Hindi, SQL, PowerPoint, Communication, Punjabi"
Computer Operator,Govt of Punjab - Revenue Dept,Firozpur,"Tally, Documentation, Hardware Support, Typing"
Apprentice - IT Support,Govt of Punjab - Revenue Dept,Hoshiarpur,"Hindi, Field Work, Data Entry, SQL, MS Office, Teamwork"
MIS Executive,PSEB,Jalandhar,"Hindi, Tally, Networking, Data Entry, MS Office, PowerPoint, SQL"
Office Assistant,Punjab Digital Office,Jalandhar,"Tally, SQL, Data Entry, Hindi, MS Office"
Helpdesk Executive,PGRKAM Partner Employer,Patiala,"SQL, Customer Support, Excel, Field Work, Hindi, PowerPoint, Tally"
Admin Assistant,Govt of Punjab - Health Dept,Gurdaspur,"PowerPoint, Customer Support, Data Entry, Documentation"
Computer Operator,Punjab Rural Development Dept,Firozpur,"Documentation, Typing, Data Entry, Excel, Hardware Support, Networking, SQL, Teamwork"
Lab Technician,Punjab Rural Development Dept,Hoshiarpur,"Data Entry, Typing, PowerPoint, English"
Career Counsellor,Punjab Rural Development Dept,Gurdaspur,"Teamwork, SQL, Field Work, Hardware Support, Communication, PowerPoint, Tally"
Helpdesk Executive,Govt of Punjab - Revenue Dept,Patiala,"Teamwork, Field Work, Hindi, Excel, English, Typing"
Data Entry Operator,Govt of Punjab - Revenue Dept,Hoshiarpur,"Teamwork, Hardware Support, Customer Support, Punjabi, Communication, SQL"
Admin Assistant,Govt of Punjab - Revenue Dept,Gurdaspur,"Punjabi, Tally, Typing, PowerPoint"
Data Entry Operator,Govt of Punjab - Revenue Dept,Bathinda,"Typing, Punjabi, Communication, Customer Support, MS Office"
Helpdesk Executive,PGRKAM Partner Employer,Mohali,"Customer Support, Field Work, Excel, SQL, English, Hardware Support, MS Office, Teamwork"
Lab Technician,PSEB,Patiala,"Field Work, SQL, Communication, English, Data Entry"
Social Media Assistant,Punjab Digital Office,Gurdaspur,"PowerPoint, Field Work, Typing, Customer Support, Data Entry, Punjabi, Networking, Teamwork"
Computer Operator,Punjab Skill Development Mission,Gurdaspur,"Punjabi, SQL, Excel, Tally, Teamwork, English"
District Coordinator,Punjab Skill Development Mission,Jalandhar,"Data Entry, Customer Support, Teamwork, Excel, Networking"
District Coordinator,Punjab Rural Development Dept,Firozpur,"PowerPoint, Data Entry, Hindi, Excel, Punjabi, Tally, SQL"
MIS Executive,PGRKAM Partner Employer,Jalandhar,"Communication, Customer Support, MS Office, Typing, Documentation, Hindi"
Apprentice - IT Support,Govt of Punjab - Revenue Dept,Patiala,"Field Work, Communication, Networking, Teamwork"
Helpdesk Executive,Govt of Punjab - Revenue Dept,Gurdaspur,"SQL, Hindi, Communication, English, Typing, Customer Support, Data Entry, MS Office"
Admin Assistant,Govt of Punjab - Health Dept,Gurdaspur,"Tally, PowerPoint, Hardware Support, Punjabi, Field Work, Data Entry, Hindi, Teamwork"
District Coordinator,Govt of Punjab - Health Dept,Amritsar,"Teamwork, Hardware Support, Punjabi, Typing, English, Field Work, Data Entry, Tally"
IT Support Technician,Punjab Digital Office,Ludhiana,"Excel, Customer Support, Hardware Support, Data Entry, PowerPoint, Punjabi"
IT Support Technician,Govt of Punjab - Revenue Dept,Amritsar,"Hindi, Networking, Customer Support, English, Typing"
Lab Technician,Punjab Rural Development Dept,Firozpur,"Tally, SQL, Excel, Data Entry, Documentation"
Social Media Assistant,Punjab Digital Office,Jalandhar,"Teamwork, Tally, Networking, Customer Support, Punjabi, Excel"
Career Counsellor,PGRKAM Partner Employer,Ludhiana,"Typing, Hindi, MS Office, Documentation"
District Coordinator,Punjab Rural Development Dept,Gurdaspur,"Hindi, Customer Support, Communication, Teamwork, Tally, Punjabi, Hardware Support, Field Work"
Computer Operator,Punjab Rural Development Dept,Amritsar,"Field Work, Data Entry, SQL, Documentation"
Helpdesk Executive,PGRKAM Partner Employer,Hoshiarpur,"Documentation, Field Work, Excel, Data Entry, PowerPoint, Hindi, Punjabi, English"
Apprentice - IT Support,PSEB,Hoshiarpur,"PowerPoint, Excel, Tally, Documentation"
Lab Technician,PSEB,Patiala,"Customer Support, SQL, Typing, Tally"
IT Support Technician,Govt of Punjab - Health Dept,Pathankot,"Hindi, SQL, PowerPoint, Documentation, Punjabi, Customer Support"
IT Support Technician,Punjab Rural Development Dept,Gurdaspur,"English, Teamwork, Communication, Networking, Typing, Excel, Customer Support, Data Entry"
Office Assistant,Govt of Punjab - Health Dept,Bathinda,"Typing, English, Teamwork, MS Office, Data Entry, Networking, Communication"
Data Entry Operator,Punjab Skill Development Mission,Amritsar,"Punjabi, Customer Support, Hindi, SQL, Teamwork, Hardware Support"
District Coordinator,PSEB,Gurdaspur,"Excel, Punjabi, Communication, English, Typing"
IT Support Technician,Govt of Punjab - Revenue Dept,Amritsar,"Typing, English, Tally, SQL, Field Work"
Apprentice - IT Support,PGRKAM Partner Employer,Firozpur,"PowerPoint, Teamwork, Tally, Communication, Hardware Support, SQL, English"
MIS Executive,Govt of Punjab - Health Dept,Bathinda,"PowerPoint, Excel, Punjabi, Networking, English, Documentation"
Hardware Technician,Govt of Punjab - Health Dept,Mohali,"Typing, Tally, Punjabi, Networking"
District Coordinator,PSEB,Bathinda,"English, Hardware Support, Documentation, SQL, Typing, Punjabi, Networking"
Helpdesk Executive,PGRKAM Partner Employer,Patiala,"Networking, Documentation, Excel, Punjabi, Tally, Data Entry"
Career Counsellor,Punjab Rural Development Dept,Jalandhar,"SQL, Communication, Tally, Customer Support, Hindi, Excel, Teamwork"
District Coordinator,PGRKAM Partner Employer,Gurdaspur,"Networking, Data Entry, Tally, Teamwork"
Data Entry Operator,Govt of Punjab - Health Dept,Ludhiana,"English, Typing, Communication, Teamwork, Excel"
Field Coordinator,Punjab Rural Development Dept,Amritsar,"MS Office, English, Hardware Support, Punjabi, Networking, Documentation, SQL"
Career Counsellor,Punjab Rural Development Dept,Hoshiarpur,"Field Work, Excel, Punjabi, Customer Support, Data Entry, MS Office, SQL, Hindi"
Apprentice - IT Support,Govt of Punjab - Revenue Dept,Patiala,"Punjabi, Customer Support, Hardware Support, English, PowerPoint, Data Entry, Typing, Documentation"
IT Support Technician,Govt of Punjab - Revenue Dept,Mohali,"Teamwork, Typing, Hardware Support, Field Work, Documentation, Networking"
MIS Executive,PSEB,Jalandhar,"English, MS Office, Hardware Support, SQL, Field Work, Teamwork, Punjabi, Hindi"
Helpdesk Executive,Govt of Punjab - Revenue Dept,Jalandhar,"Hindi, English, SQL, Tally, Documentation, Data Entry, Teamwork"
Field Coordinator,Punjab Rural Development Dept,Pathankot,"Networking, Excel, Documentation, PowerPoint"
