title,company,location,skills
Junior Clerk,Govt of Punjab,Gurdaspur,"Accounting, Excel, Phone Handling, PowerPoint, Punjabi, Teamwork, Word"
Lab Technician,Govt of Punjab,Barnala,"Communication, Computer Basics, Email Support, English, Field Work, Networking"
Data Entry Operator,Career Guidance Bureau,Gurdaspur,"English, MS Office, Phone Handling, SQL, Teamwork, Time Management"
Computer Operator,Employment Exchange Punjab,Moga,"Communication, Customer Support, Field Work, PowerPoint, Problem Solving, Reporting, Teamwork"
Social Media Assistant,Rozgar Facilitation Center,Patiala,"Data Analysis, Field Work, Word"
Helpdesk Executive,Employment Exchange Punjab,Hoshiarpur,"Field Work, SQL, Word"
Lab Technician,Punjab IT Cell,Jalandhar,"Data Entry, Email Support, Excel, Hardware Support, Hindi, MS Office, Tally"
Lab Technician,District Skill Center,Ludhiana,"Email Support, English, Word"
Helpdesk Executive,Punjab Employment Office,Fazilka,"Communication, Customer Support, Documentation, Email Support, Phone Handling, SQL"
Block Coordinator,Punjab Employment Office,Bathinda,"Documentation, Hardware Support, PowerPoint, Problem Solving, Word"
District Coordinator,Career Guidance Bureau,Amritsar,"Accounting, Networking, Problem Solving, Punjabi, Reporting, Word"
Junior Clerk,Rozgar Facilitation Center,Hoshiarpur,"English, Excel, Hardware Support, MS Office, Punjabi, Word"
Career Counsellor,Employment Exchange Punjab,Hoshiarpur,"Email Support, MS Office, Teamwork"
Helpdesk Executive,Career Guidance Bureau,Patiala,"Accounting, Data Analysis, English, Problem Solving, Word"
Lab Technician,Employment Exchange Punjab,Sangrur,"Computer Basics, English, MS Office, Word"
Career Counsellor,Rozgar Facilitation Center,Gurdaspur,"Computer Basics, Counselling, Documentation, Hardware Support, Tally"
Junior Clerk,Career Guidance Bureau,Ludhiana,"Data Analysis, Data Entry, Documentation, English, Phone Handling, SQL, Tally"
Social Media Assistant,Career Guidance Bureau,Gurdaspur,"Customer Support, Email Support, Reporting, SQL"
Community Facilitator,Govt of Punjab,Amritsar,"Computer Basics, Data Analysis, Data Entry, Word"
Career Counsellor,District Skill Center,Ludhiana,"Data Entry, Email Support, English, Hardware Support, Hindi, PowerPoint, Word"
Apprentice - IT Support,Punjab IT Cell,Moga,"Counselling, Documentation, Email Support, Excel, Hindi"
Social Media Assistant,Govt of Punjab,Sangrur,"Customer Support, Excel, Punjabi, SQL, Time Management"
District Coordinator,Employment Exchange Punjab,Mohali,"Communication, English, Phone Handling"
Helpdesk Executive,Youth Empowerment Mission,Tarn Taran,"Communication, Counselling, Punjabi, SQL"
Block Coordinator,Punjab IT Cell,Jalandhar,"Data Analysis, Data Entry, Documentation, Hindi, Phone Handling, PowerPoint"
Social Media Assistant,Youth Empowerment Mission,Gurdaspur,"Accounting, Communication, Networking, Phone Handling, SQL, Tally, Time Management"
Block Coordinator,Punjab Employment Office,Faridkot,"Accounting, Data Entry, English, Excel, MS Office, Problem Solving, Time Management"
Apprentice - IT Support,Govt of Punjab,Hoshiarpur,"Counselling, Data Analysis, Problem Solving, Tally"
Junior Clerk,Youth Empowerment Mission,Bathinda,"Communication, Computer Basics, Customer Support, English, Hindi, PowerPoint"
Community Facilitator,Career Guidance Bureau,Fazilka,"Communication, Hindi, Problem Solving"
Career Counsellor,Employment Exchange Punjab,Barnala,"Data Entry, Excel, Networking, Word"
Junior Clerk,District Skill Center,Ludhiana,"Counselling, Documentation, English, Field Work, MS Office, PowerPoint, Time Management"
Social Media Assistant,District Skill Center,Mohali,"Counselling, Excel, Hindi, Punjabi"
Data Entry Operator,Employment Exchange Punjab,Patiala,"Accounting, Punjabi, Reporting"
Junior Clerk,Punjab IT Cell,Moga,"Accounting, Customer Support, Email Support, Hardware Support, SQL"
Data Entry Operator,Rozgar Facilitation Center,Hoshiarpur,"Accounting, Communication, Hindi, MS Office"
Computer Operator,Punjab Employment Office,Gurdaspur,"Email Support, PowerPoint, Reporting"
Helpdesk Executive,Youth Empowerment Mission,Mansa,"Communication, Counselling, English, Networking, Time Management, Word"
Community Facilitator,Employment Exchange Punjab,Mohali,"Communication, Customer Support, MS Office, Phone Handling, Punjabi"
Block Coordinator,Rozgar Facilitation Center,Faridkot,"Accounting, Communication, Field Work, MS Office, Tally"
Helpdesk Executive,Rozgar Facilitation Center,Mansa,"Data Entry, English, Excel, Networking, Problem Solving, Reporting"
Helpdesk Executive,Punjab Employment Office,Faridkot,"Communication, Hindi, MS Office, Word"
Block Coordinator,Punjab IT Cell,Bathinda,"Counselling, Excel, PowerPoint, Word"
Data Entry Operator,Employment Exchange Punjab,Amritsar,"Accounting, Customer Support, MS Office, Phone Handling, Punjabi, Time Management"
Data Entry Operator,Career Guidance Bureau,Hoshiarpur,"Computer Basics, Email Support, MS Office, Time Management"
Apprentice - IT Support,Rozgar Facilitation Center,Tarn Taran,"Accounting, Data Entry, Documentation, English, Hardware Support"
Computer Operator,District Skill Center,Ludhiana,"Excel, Field Work, MS Office, Tally, Word"
Lab Technician,Rozgar Facilitation Center,Barnala,"Data Entry, Networking, Reporting, Word"
Helpdesk Executive,Punjab IT Cell,Jalandhar,"Customer Support, Hardware Support, PowerPoint, Problem Solving"
Apprentice - IT Support,District Skill Center,Mansa,"Computer Basics, Documentation, English, Problem Solving, Punjabi"
Computer Operator,Employment Exchange Punjab,Sangrur,"English, Excel, Field Work, SQL, Tally, Teamwork, Word"
District Coordinator,District Skill Center,Barnala,"Communication, Data Entry, Hardware Support, Networking, Reporting, SQL"
Career Counsellor,Govt of Punjab,Amritsar,"Communication, Computer Basics, Counselling, SQL, Time Management"
Apprentice - IT Support,Punjab IT Cell,Bathinda,"Counselling, Field Work, Hindi, Networking, PowerPoint, Punjabi, Tally"
Community Facilitator,Punjab Employment Office,Sangrur,"Computer Basics, Customer Support, PowerPoint, Problem Solving, Punjabi"
District Coordinator,Punjab IT Cell,Amritsar,"English, Punjabi, Reporting"
Social Media Assistant,Career Guidance Bureau,Tarn Taran,"Email Support, Hardware Support, Networking, Phone Handling"
Block Coordinator,District Skill Center,Ludhiana,"Counselling, Email Support, Field Work, Reporting, SQL, Time Management"
Community Facilitator,Youth Empowerment Mission,Gurdaspur,"Counselling, Email Support, Networking, Tally"
Computer Operator,Employment Exchange Punjab,Jalandhar,"Data Analysis, Data Entry, Excel, Time Management"
District Coordinator,Punjab Employment Office,Ludhiana,"Counselling, Customer Support, Excel, Field Work, Hardware Support, Hindi, Reporting"
Social Media Assistant,District Skill Center,Patiala,"Documentation, Email Support, Hindi"
Apprentice - IT Support,Punjab IT Cell,Hoshiarpur,"Counselling, Excel, Field Work, Problem Solving, Punjabi, Word"
Block Coordinator,Punjab Employment Office,Patiala,"Accounting, Email Support, Networking, Tally, Teamwork, Time Management, Word"
Community Facilitator,Rozgar Facilitation Center,Fazilka,"Customer Support, Email Support, PowerPoint, Problem Solving, SQL, Word"
Data Entry Operator,Employment Exchange Punjab,Patiala,"PowerPoint, Reporting, Tally"
Community Facilitator,Career Guidance Bureau,Tarn Taran,"Computer Basics, Customer Support, Teamwork"
District Coordinator,Rozgar Facilitation Center,Amritsar,"Counselling, Documentation, Email Support, Word"
Junior Clerk,District Skill Center,Tarn Taran,"Computer Basics, English, Problem Solving"
Apprentice - IT Support,Govt of Punjab,Bathinda,"MS Office, PowerPoint, Time Management"
Career Counsellor,Punjab Employment Office,Barnala,"Accounting, Computer Basics, Data Analysis, Networking, Phone Handling, Reporting, Time Management"
Lab Technician,Rozgar Facilitation Center,Moga,"Accounting, Data Analysis, Excel, Phone Handling, PowerPoint, Time Management"
Community Facilitator,Rozgar Facilitation Center,Sangrur,"Data Analysis, Documentation, English, Hardware Support, Networking, Problem Solving, SQL"
Apprentice - IT Support,Punjab Employment Office,Moga,"Accounting, Counselling, Field Work, Hindi, PowerPoint, SQL, Teamwork"
Apprentice - IT Support,Employment Exchange Punjab,Fazilka,"Field Work, Phone Handling, Problem Solving, Tally"
Junior Clerk,Employment Exchange Punjab,Amritsar,"Excel, Hindi, PowerPoint, Reporting, SQL, Time Management, Word"
Junior Clerk,Youth Empowerment Mission,Sangrur,"Customer Support, Email Support, MS Office, Tally"
Community Facilitator,Youth Empowerment Mission,Mohali,"Documentation, Excel, Problem Solving, Reporting"
Helpdesk Executive,District Skill Center,Bathinda,"Communication, Data Analysis, Data Entry, Documentation, Hardware Support, Hindi"
Data Entry Operator,Rozgar Facilitation Center,Jalandhar,"Counselling, PowerPoint, Reporting, SQL, Time Management"
District Coordinator,Youth Empowerment Mission,Ferozepur,"English, MS Office, Punjabi"
Lab Technician,Govt of Punjab,Mansa,"Communication, Excel, Field Work, Teamwork"
Block Coordinator,Govt of Punjab,Jalandhar,"Documentation, Field Work, Hindi, Phone Handling"
District Coordinator,Govt of Punjab,Moga,"Computer Basics, Customer Support, Hardware Support, Hindi, Networking, Problem Solving"
Career Counsellor,Career Guidance Bureau,Mansa,"Accounting, Counselling, Documentation, Excel, Punjabi, Time Management, Word"
Block Coordinator,Punjab IT Cell,Sangrur,"Communication, Hindi, Networking, Problem Solving, Teamwork"
MIS Executive,District Skill Center,Pathankot,"Accounting, Counselling, Data Analysis, Email Support, Field Work, Hardware Support, PowerPoint"
MIS Executive,Employment Exchange Punjab,Hoshiarpur,"Communication, Customer Support, Hardware Support, Problem Solving, Reporting, Teamwork, Word"
Apprentice - IT Support,Youth Empowerment Mission,Moga,"Counselling, PowerPoint, SQL, Tally"
Social Media Assistant,Career Guidance Bureau,Moga,"Data Analysis, English, MS Office, Problem Solving, Teamwork"
Social Media Assistant,Punjab Employment Office,Mohali,"Hardware Support, MS Office, Phone Handling, Problem Solving, Punjabi, SQL, Tally"
Lab Technician,Govt of Punjab,Ludhiana,"Email Support, English, Excel, MS Office, Problem Solving"
Apprentice - IT Support,Youth Empowerment Mission,Fazilka,"Communication, Counselling, Documentation, Excel, Field Work"
Apprentice - IT Support,Punjab Employment Office,Bathinda,"Documentation, Email Support, Word"
Helpdesk Executive,Punjab IT Cell,Sangrur,"Counselling, PowerPoint, Reporting, SQL, Teamwork, Time Management"
Data Entry Operator,District Skill Center,Bathinda,"Customer Support, English, Tally"
MIS Executive,Punjab Employment Office,Patiala,"Data Entry, Hardware Support, Hindi"
Block Coordinator,Punjab Employment Office,Moga,"Data Entry, Excel, Hindi, Networking, Phone Handling, Problem Solving, Time Management"
Community Facilitator,Employment Exchange Punjab,Ferozepur,"Accounting, Computer Basics, English"
Block Coordinator,Punjab IT Cell,Fazilka,"Counselling, Customer Support, English, Field Work, Reporting, SQL, Word"
MIS Executive,Career Guidance Bureau,Tarn Taran,"English, Hindi, Phone Handling, Tally, Teamwork"
Apprentice - IT Support,Youth Empowerment Mission,Mansa,"Counselling, Documentation, Hardware Support, Problem Solving, Time Management"
Block Coordinator,Youth Empowerment Mission,Patiala,"Data Analysis, Field Work, Problem Solving, Reporting, Tally, Teamwork"
MIS Executive,District Skill Center,Ferozepur,"Computer Basics, Excel, Reporting, Word"
Apprentice - IT Support,Punjab IT Cell,Mansa,"Accounting, Email Support, Hardware Support, Hindi, Problem Solving, Punjabi, Tally"
Lab Technician,Career Guidance Bureau,Bathinda,"Computer Basics, English, Phone Handling, Tally, Teamwork, Time Management"
Community Facilitator,Employment Exchange Punjab,Pathankot,"Accounting, Networking, PowerPoint, Word"
Data Entry Operator,District Skill Center,Tarn Taran,"Customer Support, English, SQL"
District Coordinator,Punjab Employment Office,Sangrur,"Computer Basics, Email Support, Hardware Support, Tally, Time Management"
Computer Operator,Rozgar Facilitation Center,Jalandhar,"Data Entry, English, Hindi, Phone Handling, Time Management"
Career Counsellor,Youth Empowerment Mission,Fazilka,"Computer Basics, Email Support, Networking, Problem Solving, Punjabi, Word"
Block Coordinator,Punjab IT Cell,Sangrur,"Accounting, Communication, Documentation, Email Support, MS Office"
MIS Executive,Punjab Employment Office,Mohali,"Accounting, Documentation, MS Office, Networking, Phone Handling, PowerPoint, Tally"
Apprentice - IT Support,District Skill Center,Ludhiana,"Computer Basics, Networking, Phone Handling, SQL, Tally"
Career Counsellor,Youth Empowerment Mission,Jalandhar,"Counselling, Data Entry, Tally"
Data Entry Operator,Punjab Employment Office,Ferozepur,"Counselling, Data Analysis, Teamwork"
Data Entry Operator,Punjab Employment Office,Jalandhar,"Accounting, English, MS Office, Reporting, SQL, Time Management"
Junior Clerk,Career Guidance Bureau,Hoshiarpur,"Accounting, Computer Basics, Phone Handling, Teamwork"
Computer Operator,District Skill Center,Tarn Taran,"Accounting, Computer Basics, Email Support"
Block Coordinator,Govt of Punjab,Ludhiana,"English, Hardware Support, MS Office, PowerPoint"
Computer Operator,Govt of Punjab,Mansa,"Communication, Data Entry, Email Support, Hindi, Tally, Word"
Helpdesk Executive,Career Guidance Bureau,Mansa,"Excel, Field Work, Hardware Support"
Junior Clerk,District Skill Center,Sangrur,"Counselling, Documentation, Networking"
Computer Operator,Career Guidance Bureau,Pathankot,"Accounting, Customer Support, Documentation, English, Field Work, Tally, Word"
Data Entry Operator,District Skill Center,Tarn Taran,"Documentation, MS Office, Reporting, Time Management, Word"
Block Coordinator,Punjab Employment Office,Pathankot,"Accounting, Communication, Computer Basics, Tally, Teamwork"
Career Counsellor,Punjab IT Cell,Patiala,"Counselling, Customer Support, Email Support, English, Hindi, SQL"
Apprentice - IT Support,Employment Exchange Punjab,Gurdaspur,"Data Analysis, Email Support, Phone Handling, PowerPoint, Reporting, Word"
Community Facilitator,Punjab IT Cell,Barnala,"Hardware Support, Phone Handling, Word"
Social Media Assistant,Punjab Employment Office,Mansa,"Email Support, Field Work, Time Management, Word"
Block Coordinator,Youth Empowerment Mission,Mohali,"Computer Basics, Data Analysis, Excel, Hindi, MS Office"
Social Media Assistant,Career Guidance Bureau,Barnala,"Accounting, Networking, Punjabi, Tally, Time Management, Word"
Block Coordinator,Punjab IT Cell,Ludhiana,"Data Entry, Documentation, Excel, Field Work, Hindi, Time Management, Word"
Data Entry Operator,District Skill Center,Gurdaspur,"Communication, Computer Basics, Data Analysis, Documentation, English, Excel"
Community Facilitator,Youth Empowerment Mission,Fazilka,"Accounting, Computer Basics, Documentation, MS Office, Phone Handling, Reporting, Tally"
District Coordinator,Youth Empowerment Mission,Amritsar,"Excel, Phone Handling, Tally"
Computer Operator,Rozgar Facilitation Center,Faridkot,"Communication, Excel, Field Work, Hindi, MS Office, Teamwork, Word"
Career Counsellor,Govt of Punjab,Mansa,"Customer Support, Hardware Support, Reporting, Teamwork, Time Management, Word"
Helpdesk Executive,District Skill Center,Patiala,"Communication, Counselling, Networking"
Data Entry Operator,Punjab Employment Office,Mansa,"Field Work, Hardware Support, SQL, Teamwork"
Block Coordinator,Employment Exchange Punjab,Mansa,"Communication, Documentation, Email Support, English, Field Work, Hardware Support"
Block Coordinator,Punjab Employment Office,Bathinda,"Computer Basics, Documentation, MS Office, Reporting, SQL, Word"
Junior Clerk,Employment Exchange Punjab,Ferozepur,"Customer Support, Reporting, Time Management"
District Coordinator,Govt of Punjab,Moga,"Data Entry, English, Field Work, Hardware Support, Reporting"
Apprentice - IT Support,Punjab Employment Office,Jalandhar,"Communication, MS Office, Networking, Problem Solving, Reporting, Teamwork"
MIS Executive,Youth Empowerment Mission,Ferozepur,"Documentation, Excel, Field Work, SQL, Teamwork, Time Management, Word"
District Coordinator,Career Guidance Bureau,Sangrur,"Accounting, Data Analysis, PowerPoint, Problem Solving, Punjabi, Teamwork, Word"
Block Coordinator,Employment Exchange Punjab,Sangrur,"Accounting, English, Phone Handling, PowerPoint, Problem Solving, Word"
MIS Executive,Employment Exchange Punjab,Mohali,"Accounting, Counselling, English, Tally, Time Management"
District Coordinator,Govt of Punjab,Mohali,"Communication, Counselling, Customer Support, Field Work, Reporting, Word"
Data Entry Operator,Govt of Punjab,Gurdaspur,"English, Hardware Support, MS Office, PowerPoint, Teamwork"
Social Media Assistant,Rozgar Facilitation Center,Bathinda,"Communication, Documentation, SQL"
Block Coordinator,Govt of Punjab,Fazilka,"English, PowerPoint, Punjabi, SQL, Word"
Lab Technician,Govt of Punjab,Bathinda,"Hardware Support, Tally, Teamwork"
Junior Clerk,District Skill Center,Patiala,"Accounting, Data Entry, MS Office, Problem Solving, Tally"
Block Coordinator,Employment Exchange Punjab,Gurdaspur,"Communication, Customer Support, Data Analysis, Field Work, Word"
Data Entry Operator,Punjab Employment Office,Faridkot,"Computer Basics, Data Entry, Hardware Support, Problem Solving"
Social Media Assistant,Rozgar Facilitation Center,Tarn Taran,"Accounting, Data Analysis, Tally"
Lab Technician,Punjab Employment Office,Faridkot,"Data Analysis, Data Entry, English, Excel, Hardware Support, Tally"
Social Media Assistant,District Skill Center,Ludhiana,"Computer Basics, Customer Support, Field Work, MS Office, Reporting, Tally, Teamwork"
Apprentice - IT Support,Punjab Employment Office,Gurdaspur,"Data Entry, Problem Solving, Punjabi"
Computer Operator,Career Guidance Bureau,Pathankot,"English, Excel, Networking, Phone Handling, Tally, Word"
Community Facilitator,Employment Exchange Punjab,Patiala,"Counselling, Field Work, MS Office, Teamwork"
Community Facilitator,Career Guidance Bureau,Faridkot,"Counselling, Hardware Support, Teamwork, Time Management"
Helpdesk Executive,District Skill Center,Jalandhar,"Communication, Data Entry, Email Support, Excel, PowerPoint, Tally"
Block Coordinator,Employment Exchange Punjab,Mohali,"Hindi, Networking, PowerPoint"
District Coordinator,Career Guidance Bureau,Bathinda,"Data Entry, Hardware Support, Hindi, Phone Handling, PowerPoint, Tally"
Junior Clerk,Punjab IT Cell,Gurdaspur,"Documentation, Field Work, Time Management"
Community Facilitator,District Skill Center,Jalandhar,"Customer Support, Data Entry, Phone Handling, PowerPoint, SQL, Tally"
Computer Operator,Punjab Employment Office,Faridkot,"Communication, Computer Basics, Hardware Support"
Data Entry Operator,Govt of Punjab,Pathankot,"Customer Support, Documentation, Excel, Problem Solving, Reporting"
Community Facilitator,District Skill Center,Patiala,"Communication, English, Hardware Support, Networking, Problem Solving, Punjabi, Word"
Block Coordinator,Career Guidance Bureau,Gurdaspur,"Documentation, Email Support, Hindi, MS Office, Reporting"
MIS Executive,Govt of Punjab,Faridkot,"Accounting, Counselling, PowerPoint"
Helpdesk Executive,District Skill Center,Fazilka,"Computer Basics, Customer Support, Documentation, Hindi, Problem Solving, Punjabi, Reporting"
Career Counsellor,Govt of Punjab,Gurdaspur,"Email Support, MS Office, PowerPoint, Punjabi, Tally, Teamwork"
Apprentice - IT Support,Punjab IT Cell,Gurdaspur,"Accounting, Documentation, Email Support, Networking, Tally, Time Management"
Data Entry Operator,Youth Empowerment Mission,Gurdaspur,"Accounting, Counselling, Email Support, Punjabi"
Career Counsellor,Rozgar Facilitation Center,Ludhiana,"Hindi, Phone Handling, Problem Solving"
District Coordinator,Career Guidance Bureau,Faridkot,"Accounting, English, Hardware Support, Hindi, SQL, Word"
Helpdesk Executive,Youth Empowerment Mission,Tarn Taran,"Communication, Documentation, Email Support, Field Work, Networking, Problem Solving, Reporting"
Career Counsellor,District Skill Center,Pathankot,"Documentation, PowerPoint, Teamwork, Time Management"
Career Counsellor,Punjab IT Cell,Jalandhar,"Counselling, Customer Support, Data Entry, English, Phone Handling, Tally"
Apprentice - IT Support,Employment Exchange Punjab,Mansa,"Communication, Data Entry, Documentation, Hindi, Tally"
Helpdesk Executive,Youth Empowerment Mission,Moga,"Counselling, English, Excel, Hindi, MS Office"
Career Counsellor,Rozgar Facilitation Center,Gurdaspur,"Networking, Tally, Teamwork"
District Coordinator,Govt of Punjab,Gurdaspur,"Counselling, Customer Support, Data Entry, Documentation, Problem Solving, Time Management, Word"
District Coordinator,Punjab IT Cell,Ferozepur,"Excel, Tally, Teamwork, Time Management"
Data Entry Operator,Punjab Employment Office,Barnala,"Accounting, Customer Support, English, Excel, Hardware Support, SQL"
Junior Clerk,Punjab IT Cell,Ferozepur,"Computer Basics, English, Excel, Teamwork, Word"
Career Counsellor,Punjab Employment Office,Bathinda,"Communication, Phone Handling, PowerPoint, Reporting, SQL"
Computer Operator,Employment Exchange Punjab,Ferozepur,"Computer Basics, Networking, Punjabi, Word"
Social Media Assistant,Punjab IT Cell,Pathankot,"MS Office, Networking, Phone Handling, PowerPoint, SQL, Time Management"
District Coordinator,Career Guidance Bureau,Moga,"English, MS Office, Networking"
Community Facilitator,District Skill Center,Barnala,"Communication, Data Entry, Documentation, MS Office, Problem Solving, Punjabi, Tally"
MIS Executive,Govt of Punjab,Bathinda,"Communication, Email Support, Field Work, Problem Solving, Tally, Teamwork"
Helpdesk Executive,Youth Empowerment Mission,Amritsar,"Accounting, Data Analysis, Data Entry, Field Work, Networking, PowerPoint, Reporting"
Junior Clerk,Career Guidance Bureau,Hoshiarpur,"Communication, Data Entry, Field Work, Hindi, Problem Solving, Word"
Career Counsellor,District Skill Center,Ferozepur,"Communication, Data Entry, Email Support, English, Field Work, MS Office, Phone Handling"
District Coordinator,Career Guidance Bureau,Gurdaspur,"Data Analysis, Email Support, Networking, SQL, Word"
Apprentice - IT Support,Govt of Punjab,Mohali,"Communication, Documentation, Tally, Teamwork"
MIS Executive,Youth Empowerment Mission,Sangrur,"Accounting, Communication, Counselling, MS Office, Word"
Block Coordinator,Govt of Punjab,Ferozepur,"Accounting, Communication, Data Entry, Problem Solving, Word"
Block Coordinator,Govt of Punjab,Amritsar,"Accounting, Communication, English, Hardware Support, Phone Handling, Problem Solving, Punjabi"
District Coordinator,Career Guidance Bureau,Gurdaspur,"Customer Support, Data Entry, SQL"
Community Facilitator,Career Guidance Bureau,Tarn Taran,"Data Entry, Documentation, Problem Solving, SQL, Tally, Teamwork, Word"
Lab Technician,Rozgar Facilitation Center,Ludhiana,"Data Entry, Documentation, PowerPoint, Time Management"
Lab Technician,Punjab Employment Office,Ludhiana,"Communication, Email Support, English, Punjabi, Word"
Block Coordinator,Employment Exchange Punjab,Bathinda,"Data Entry, Reporting, SQL"
Helpdesk Executive,Punjab IT Cell,Mansa,"Email Support, English, Excel, Hindi"
Social Media Assistant,Punjab IT Cell,Ludhiana,"Data Entry, MS Office, Phone Handling, SQL, Word"
Junior Clerk,District Skill Center,Hoshiarpur,"Data Entry, Excel, Hardware Support, Phone Handling, Punjabi, Tally"
